hour,scenario_id,probability,wind_id,forecast_mw,production_mw,production_pu,lower_bound_mw,upper_bound_mw,source,notes
8,23,0.04,W3,,67.29701487812139,0.6729701487812139,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
9,23,0.04,W3,,60.175114780690606,0.6017511478069061,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
10,23,0.04,W3,,54.90141397801103,0.5490141397801103,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
11,23,0.04,W3,,71.85662954982212,0.7185662954982212,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
12,23,0.04,W3,,67.51243191971433,0.6751243191971433,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
13,23,0.04,W3,,53.079602694309344,0.5307960269430935,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
14,23,0.04,W3,,58.56687790447469,0.5856687790447469,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
15,23,0.04,W3,,46.22020617326364,0.4622020617326364,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
16,23,0.04,W3,,41.96776795997109,0.4196776795997109,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
17,23,0.04,W3,,37.82958879284648,0.3782958879284648,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
18,23,0.04,W3,,35.73581660640745,0.35735816606407445,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
19,23,0.04,W3,,35.86183544534409,0.3586183544534409,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
20,23,0.04,W3,,38.06054864095942,0.3806054864095942,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
21,23,0.04,W3,,39.017976933784915,0.39017976933784915,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
22,23,0.04,W3,,40.57179252438427,0.4057179252438427,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
23,23,0.04,W3,,39.70192117010851,0.3970192117010851,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
24,23,0.04,W3,,44.64113507432046,0.4464113507432046,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
1,24,0.05,W3,,67.4176164993203,0.674176164993203,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
2,24,0.05,W3,,62.6468888879993,0.6264688888799931,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
3,24,0.05,W3,,64.39695219503795,0.6439695219503796,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
4,24,0.05,W3,,59.41587966099517,0.5941587966099516,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
5,24,0.05,W3,,63.439697724236446,0.6343969772423644,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
6,24,0.05,W3,,71.49693131259734,0.7149693131259734,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
7,24,0.05,W3,,76.41074072965912,0.7641074072965912,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
8,24,0.05,W3,,85.3394415457476,0.8533944154574761,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
9,24,0.05,W3,,97.45469880014544,0.9745469880014543,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
10,24,0.05,W3,,78.58108865554283,0.7858108865554283,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
11,24,0.05,W3,,91.25264065547046,0.9125264065547046,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
12,24,0.05,W3,,99.7399493965571,0.9973994939655709,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
13,24,0.05,W3,,98.52154571071664,0.9852154571071664,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
14,24,0.05,W3,,90.24694844172225,0.9024694844172225,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
15,24,0.05,W3,,73.47804087936807,0.7347804087936807,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
16,24,0.05,W3,,63.211340600036884,0.6321134060003688,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
17,24,0.05,W3,,56.92623804704051,0.5692623804704051,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
18,24,0.05,W3,,53.35998780754965,0.5335998780754965,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
19,24,0.05,W3,,40.81542842014325,0.4081542842014325,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
20,24,0.05,W3,,41.58113389944424,0.4158113389944424,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
21,24,0.05,W3,,50.637960342238536,0.5063796034223853,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
22,24,0.05,W3,,50.39933392195119,0.503993339219512,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
23,24,0.05,W3,,56.27164669531317,0.5627164669531317,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
24,24,0.05,W3,,69.07780521877218,0.6907780521877218,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
1,25,0.05,W3,,64.55451832579625,0.6455451832579625,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
2,25,0.05,W3,,53.264328424502374,0.5326432842450237,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
3,25,0.05,W3,,55.31284083113137,0.5531284083113137,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
4,25,0.05,W3,,59.81486633740132,0.5981486633740132,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
5,25,0.05,W3,,73.86556287341611,0.7386556287341611,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
6,25,0.05,W3,,62.257153982177414,0.6225715398217742,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
7,25,0.05,W3,,74.54515176837944,0.7454515176837944,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
8,25,0.05,W3,,77.99371862501793,0.7799371862501794,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
9,25,0.05,W3,,73.96926997827612,0.7396926997827612,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
10,25,0.05,W3,,85.33992449786928,0.8533992449786928,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
11,25,0.05,W3,,89.31687568316549,0.8931687568316549,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
12,25,0.05,W3,,82.87437983144174,0.8287437983144175,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
13,25,0.05,W3,,82.99518107600048,0.8299518107600048,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
14,25,0.05,W3,,85.77314775637721,0.8577314775637721,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
15,25,0.05,W3,,73.9503695448357,0.7395036954483569,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
16,25,0.05,W3,,58.3824201424851,0.583824201424851,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
17,25,0.05,W3,,58.31641554402869,0.5831641554402869,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
18,25,0.05,W3,,50.29591057123422,0.5029591057123421,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
19,25,0.05,W3,,43.37263924870763,0.4337263924870763,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
20,25,0.05,W3,,41.355625778700876,0.4135562577870088,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
21,25,0.05,W3,,37.861446561031414,0.37861446561031414,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
22,25,0.05,W3,,54.597406370476214,0.5459740637047621,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
23,25,0.05,W3,,47.6823906901273,0.47682390690127296,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
24,25,0.05,W3,,52.512099103120825,0.5251209910312082,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
1,26,0.01,W3,,38.978092318454124,0.3897809231845412,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
2,26,0.01,W3,,35.58493769498463,0.3558493769498463,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
3,26,0.01,W3,,34.617934895427545,0.34617934895427543,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
4,26,0.01,W3,,38.562666763959385,0.38562666763959386,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
5,26,0.01,W3,,31.578998819017066,0.3157899881901707,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
6,26,0.01,W3,,33.47607427125445,0.33476074271254447,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
7,26,0.01,W3,,42.059447490897526,0.4205944749089753,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
8,26,0.01,W3,,39.69695322895416,0.39696953228954157,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
9,26,0.01,W3,,43.24301709719167,0.43243017097191666,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
10,26,0.01,W3,,43.716313225049895,0.43716313225049896,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
11,26,0.01,W3,,46.77649331508108,0.46776493315081086,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
12,26,0.01,W3,,44.23117860986777,0.44231178609867766,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
13,26,0.01,W3,,47.75493248738587,0.4775493248738587,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
14,26,0.01,W3,,41.06345956265995,0.4106345956265995,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
15,26,0.01,W3,,33.86397504426187,0.3386397504426187,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
16,26,0.01,W3,,28.3555876982557,0.283555876982557,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
17,26,0.01,W3,,22.74302041751854,0.2274302041751854,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
18,26,0.01,W3,,26.687435975100353,0.26687435975100354,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
19,26,0.01,W3,,24.60188944074971,0.24601889440749708,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
20,26,0.01,W3,,22.677382286047727,0.2267738228604773,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
21,26,0.01,W3,,31.358121263586423,0.31358121263586425,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
22,26,0.01,W3,,23.725037573739765,0.23725037573739766,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
23,26,0.01,W3,,30.614493109803792,0.3061449310980379,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
24,26,0.01,W3,,32.98901968263334,0.3298901968263334,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
1,27,0.01,W3,,80.35068730002642,0.8035068730002642,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
2,27,0.01,W3,,65.10944302610388,0.6510944302610387,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
3,27,0.01,W3,,89.18386430739528,0.8918386430739528,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
4,27,0.01,W3,,80.35463622415067,0.8035463622415067,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
5,27,0.01,W3,,85.74594522294909,0.8574594522294909,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
6,27,0.01,W3,,94.55437504955572,0.9455437504955572,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
7,27,0.01,W3,,86.00820527332685,0.8600820527332685,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
8,27,0.01,W3,,106.77081828939589,1.067708182893959,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
9,27,0.01,W3,,87.52225739779425,0.8752225739779425,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
10,27,0.01,W3,,110.54542904105732,1.105454290410573,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
11,27,0.01,W3,,100.9141180594286,1.009141180594286,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
12,27,0.01,W3,,119.44071306499431,1.194407130649943,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
13,27,0.01,W3,,99.52663439631573,0.9952663439631573,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
14,27,0.01,W3,,97.33724069982726,0.9733724069982727,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
15,27,0.01,W3,,81.693369443857,0.8169336944385699,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
16,27,0.01,W3,,89.80637489202078,0.8980637489202078,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
17,27,0.01,W3,,63.986162972400464,0.6398616297240046,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
18,27,0.01,W3,,68.11113876851103,0.6811113876851103,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
19,27,0.01,W3,,52.8144877266713,0.528144877266713,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
20,27,0.01,W3,,62.59320639690401,0.6259320639690401,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
21,27,0.01,W3,,58.584008178009945,0.5858400817800995,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
22,27,0.01,W3,,63.839676898851295,0.6383967689885129,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
23,27,0.01,W3,,64.08766102000678,0.6408766102000678,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
24,27,0.01,W3,,66.80457952410416,0.6680457952410416,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
1,28,0.01,W3,,95.42385116305995,0.9542385116305995,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
2,28,0.01,W3,,105.72511109632067,1.0572511109632068,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
3,28,0.01,W3,,96.50979370354516,0.9650979370354515,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
4,28,0.01,W3,,102.26826009351458,1.0226826009351457,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
5,28,0.01,W3,,88.66569560753067,0.8866569560753067,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
6,28,0.01,W3,,135.3214375221876,1.3532143752218762,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
7,28,0.01,W3,,144.8371253174903,1.448371253174903,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
8,28,0.01,W3,,149.11614789002624,1.4911614789002625,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
9,28,0.01,W3,,113.68397376838209,1.1368397376838209,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
10,28,0.01,W3,,154.16659872901687,1.5416659872901688,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
11,28,0.01,W3,,182.45410859741028,1.824541085974103,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
12,28,0.01,W3,,168.41420380060515,1.6841420380060514,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
13,28,0.01,W3,,155.4017529979189,1.554017529979189,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
14,28,0.01,W3,,136.0510145804001,1.360510145804001,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
15,28,0.01,W3,,119.04878005655328,1.1904878005655328,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
16,28,0.01,W3,,117.53933231805162,1.1753933231805163,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
17,28,0.01,W3,,97.47069505898747,0.9747069505898748,,,SYNTHETIC_CALIBRATED_TO_NASRI_2016,Synthetic wind scenario generated for reproduction workflow; calibrated to Nasri 2016 reported 29.60% expected wind production.
