cut_id,iteration,case_id,scenario_id,hour,cut_family,cut_status,violation_metric,rhs_proxy,linearization_point,master_terms,cut_template,next_requirement
FC-001-0172,1,case_b_ac_uc_benders,17,20,feasibility_proxy,candidate_not_added,475.91013766754594,475.91013766754594,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0173,1,case_b_ac_uc_benders,32,20,feasibility_proxy,candidate_not_added,475.687517941896,475.687517941896,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0174,1,case_b_ac_uc_benders,26,19,feasibility_proxy,candidate_not_added,475.6260306514029,475.6260306514029,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0175,1,case_b_ac_uc_benders,4,20,feasibility_proxy,candidate_not_added,475.6063028816633,475.6063028816633,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0176,1,case_b_ac_uc_benders,39,20,feasibility_proxy,candidate_not_added,475.4436640281422,475.4436640281422,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0177,1,case_b_ac_uc_benders,5,19,feasibility_proxy,candidate_not_added,475.4200807176786,475.4200807176786,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0178,1,case_b_ac_uc_benders,3,20,feasibility_proxy,candidate_not_added,475.16519505857394,475.16519505857394,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0179,1,case_b_ac_uc_benders,27,16,feasibility_proxy,candidate_not_added,474.5825477570654,474.5825477570654,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0180,1,case_b_ac_uc_benders,28,20,feasibility_proxy,candidate_not_added,473.7575995901555,473.7575995901555,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0181,1,case_b_ac_uc_benders,30,16,feasibility_proxy,candidate_not_added,473.7545377961987,473.7545377961987,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0182,1,case_b_ac_uc_benders,18,19,feasibility_proxy,candidate_not_added,473.5789481349481,473.5789481349481,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0183,1,case_b_ac_uc_benders,10,19,feasibility_proxy,candidate_not_added,473.474667849874,473.474667849874,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0184,1,case_b_ac_uc_benders,33,19,feasibility_proxy,candidate_not_added,473.36490106501253,473.36490106501253,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0185,1,case_b_ac_uc_benders,1,19,feasibility_proxy,candidate_not_added,473.2939755561879,473.2939755561879,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0186,1,case_b_ac_uc_benders,23,19,feasibility_proxy,candidate_not_added,473.23430850389263,473.23430850389263,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0187,1,case_b_ac_uc_benders,28,23,feasibility_proxy,candidate_not_added,472.9644446249118,472.9644446249118,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0188,1,case_b_ac_uc_benders,34,16,feasibility_proxy,candidate_not_added,472.7574429245779,472.7574429245779,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0189,1,case_b_ac_uc_benders,9,19,feasibility_proxy,candidate_not_added,472.72019401304834,472.72019401304834,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0190,1,case_b_ac_uc_benders,8,20,feasibility_proxy,candidate_not_added,472.49425628567144,472.49425628567144,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0191,1,case_b_ac_uc_benders,21,19,feasibility_proxy,candidate_not_added,472.4029939348508,472.4029939348508,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0192,1,case_b_ac_uc_benders,24,19,feasibility_proxy,candidate_not_added,472.3328032874904,472.3328032874904,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0193,1,case_b_ac_uc_benders,40,16,feasibility_proxy,candidate_not_added,472.2410985097609,472.2410985097609,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0194,1,case_b_ac_uc_benders,14,19,feasibility_proxy,candidate_not_added,472.0701472889034,472.0701472889034,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0195,1,case_b_ac_uc_benders,11,19,feasibility_proxy,candidate_not_added,471.9631883998433,471.9631883998433,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0196,1,case_b_ac_uc_benders,6,20,feasibility_proxy,candidate_not_added,471.72924589773646,471.72924589773646,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0197,1,case_b_ac_uc_benders,8,23,feasibility_proxy,candidate_not_added,471.339432452687,471.339432452687,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0198,1,case_b_ac_uc_benders,25,19,feasibility_proxy,candidate_not_added,471.32606689394663,471.32606689394663,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0199,1,case_b_ac_uc_benders,7,19,feasibility_proxy,candidate_not_added,471.2933400726455,471.2933400726455,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0200,1,case_b_ac_uc_benders,16,16,feasibility_proxy,candidate_not_added,471.18234763949533,471.18234763949533,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0201,1,case_b_ac_uc_benders,30,19,feasibility_proxy,candidate_not_added,470.8919344901136,470.8919344901136,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0202,1,case_b_ac_uc_benders,38,19,feasibility_proxy,candidate_not_added,470.8735688146437,470.8735688146437,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0203,1,case_b_ac_uc_benders,2,16,feasibility_proxy,candidate_not_added,470.5674906506952,470.5674906506952,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0204,1,case_b_ac_uc_benders,12,19,feasibility_proxy,candidate_not_added,470.4417523615094,470.4417523615094,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0205,1,case_b_ac_uc_benders,40,19,feasibility_proxy,candidate_not_added,470.2632555514665,470.2632555514665,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0206,1,case_b_ac_uc_benders,20,16,feasibility_proxy,candidate_not_added,470.1717707783405,470.1717707783405,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0207,1,case_b_ac_uc_benders,20,19,feasibility_proxy,candidate_not_added,470.0392427561867,470.0392427561867,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0208,1,case_b_ac_uc_benders,39,16,feasibility_proxy,candidate_not_added,469.9408317029277,469.9408317029277,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0209,1,case_b_ac_uc_benders,27,19,feasibility_proxy,candidate_not_added,469.91279934283193,469.91279934283193,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0210,1,case_b_ac_uc_benders,22,16,feasibility_proxy,candidate_not_added,469.86643565685705,469.86643565685705,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0211,1,case_b_ac_uc_benders,21,21,feasibility_proxy,candidate_not_added,469.7397372026737,469.7397372026737,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0212,1,case_b_ac_uc_benders,18,21,feasibility_proxy,candidate_not_added,469.69769752672494,469.69769752672494,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0213,1,case_b_ac_uc_benders,26,21,feasibility_proxy,candidate_not_added,469.4847741005355,469.4847741005355,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0214,1,case_b_ac_uc_benders,5,21,feasibility_proxy,candidate_not_added,469.3688001749773,469.3688001749773,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0215,1,case_b_ac_uc_benders,37,19,feasibility_proxy,candidate_not_added,469.2220144916061,469.2220144916061,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0216,1,case_b_ac_uc_benders,8,16,feasibility_proxy,candidate_not_added,468.98239357106945,468.98239357106945,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0217,1,case_b_ac_uc_benders,36,19,feasibility_proxy,candidate_not_added,468.895835735585,468.895835735585,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0218,1,case_b_ac_uc_benders,13,19,feasibility_proxy,candidate_not_added,468.8354871920605,468.8354871920605,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0219,1,case_b_ac_uc_benders,10,21,feasibility_proxy,candidate_not_added,468.77333098023576,468.77333098023576,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0220,1,case_b_ac_uc_benders,1,21,feasibility_proxy,candidate_not_added,468.63643554090214,468.63643554090214,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0221,1,case_b_ac_uc_benders,11,21,feasibility_proxy,candidate_not_added,468.5651939467465,468.5651939467465,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0222,1,case_b_ac_uc_benders,17,19,feasibility_proxy,candidate_not_added,468.546742133267,468.546742133267,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0223,1,case_b_ac_uc_benders,15,16,feasibility_proxy,candidate_not_added,468.3891584375143,468.3891584375143,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0224,1,case_b_ac_uc_benders,31,19,feasibility_proxy,candidate_not_added,468.3591396085335,468.3591396085335,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0225,1,case_b_ac_uc_benders,3,16,feasibility_proxy,candidate_not_added,467.97493430828183,467.97493430828183,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0226,1,case_b_ac_uc_benders,33,21,feasibility_proxy,candidate_not_added,467.93685480975086,467.93685480975086,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0227,1,case_b_ac_uc_benders,25,21,feasibility_proxy,candidate_not_added,467.9288392122551,467.9288392122551,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0228,1,case_b_ac_uc_benders,35,19,feasibility_proxy,candidate_not_added,467.9119411333084,467.9119411333084,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0229,1,case_b_ac_uc_benders,4,19,feasibility_proxy,candidate_not_added,467.8135362333349,467.8135362333349,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0230,1,case_b_ac_uc_benders,23,21,feasibility_proxy,candidate_not_added,467.7776890211359,467.7776890211359,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0231,1,case_b_ac_uc_benders,38,21,feasibility_proxy,candidate_not_added,467.6911008350333,467.6911008350333,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0232,1,case_b_ac_uc_benders,9,21,feasibility_proxy,candidate_not_added,467.4763322544276,467.4763322544276,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0233,1,case_b_ac_uc_benders,15,19,feasibility_proxy,candidate_not_added,467.40219257884627,467.40219257884627,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0234,1,case_b_ac_uc_benders,3,19,feasibility_proxy,candidate_not_added,467.39749768025104,467.39749768025104,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0235,1,case_b_ac_uc_benders,36,16,feasibility_proxy,candidate_not_added,467.3365765579762,467.3365765579762,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0236,1,case_b_ac_uc_benders,32,19,feasibility_proxy,candidate_not_added,467.24361068586353,467.24361068586353,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
